avid;avname;avdesc;avcat;
6675;Gilde - Heroisch: Der Wille des Kaisers;Bezwingt den Willen des Kaisers im Mogu'shangewölbe auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15154;
6676;Gilde - Heroisch: Sha der Angst;Bezwingt das Sha der Angst auf der Terrasse des Endlosen Frühlings auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15154;
6677;Gilde - Heroisch: Großkaiserin Shek'zeer;Bezwingt Großkaiserin Shek'zeer im Herzen der Angst auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15154;
6678;Erster Sieg über das Sha der Angst des Realms!;Erste Gilde auf dem Realm, die das Sha der Angst auf der Terrasse des Endlosen Frühlings auf dem Schwierigkeitsgrad 'Heroisch' in einer Gildengruppe bezwungen hat.;15093;
6679;Erste Bezwinger von Großkaiserin Shek'zeer des Realms!;Erste Gilde auf dem Realm, die Großkaiserin Shek'zeer im Herzen der Angst in einer Gildengruppe auf dem Schwierigkeitsgrad 'Heroisch' bezwungen hat.;15093;
6680;Erster Sieg über den Willen des Kaisers des Realms!;"Erste Gilde auf dem Realm, die die Begegnung Der Wille des Kaisers"" im Moghu'shangewölbe auf dem Schwierigkeitsgrad 'Heroisch' in einer Gildengruppe bezwungen hat.""";15093;
6681;Gilde: Dungeonheld von Pandaria;Schließt die unten aufgelisteten heroischen Pandaria-Dungeonerfolge ab, während Ihr in einer Gildengruppe seid.;15079;
6682;Gildenruhm des Pandaria-Schlachtzüglers;Schließt die unten aufgelisteten Pandaria-Schlachtzugserfolge ab, während Ihr in einer Gildengruppe seid.;15079;
6683;Weniger als drei;Bezwingt Windfürst Mel'jarak im Herzen der Angst auf dem Schwierigkeitsgrad 'Normal' oder 'Heroisch', ohne je mehr als 2 Einheiten seines Schwarms gleichzeitig unter Massenkontrolleffekten zu halten.;15107;
6684;Tierschutzverein;Bezwingt Hundemeister Braun in den Scharlachroten Hallen auf dem Schwierigkeitsgrad 'Heroisch', ohne einen Hund zu töten.;15106;
6686;Alle sechse gerade sein lassen;Bezwingt Elegon im heroischen oder normalen Modus des Mogu'shangewölbes, nachdem Ihr sechs himmlische Fokusse innerhalb von 10 Sekunden deaktiviert habt.;15107;
6687;Krawall und Remmidemmi;Lasst den gesamten Schlachtzug mit Subetai dem Schnellen tanzen, nachdem Ihr von 'Plündern' getroffen wurdet.;15107;
6688;Wo bleibt die Luftunterstützung?;Bezwingt Kommandant Vo'jak in der Belagerung des Niuzaotempels auf dem Schwierigkeitsgrad 'Heroisch', nachdem Ihr den Bernflügel der Sik'thik getötet habt.;15106;
6689;Die Terrasse des Endlosen Frühlings;Bezwingt die Bosse auf der Terrasse des Endlosen Frühlings.;15107;
6700;Pandarischer Mischmeister;Erstellt 1.000 Fläschchen von Mists of Pandaria.;15080;
6701;Wo sind die Stäbchen?;Kocht 7.500 Gerichte von Mists of Pandaria.;15080;
6702;Meisterhandwerker von Pandaria;Stellt 500 epische Gegenstände mit einer Gegenstandsstufe von mindestens 476 her.;15080;
6703;Pandarischer Angler;Fangt 25.000 Fische aus Fischschwärmen Pandarias.;15080;
6708;Gilde: Salyis' Kriegsmeute;Bezwingt Salyis' Kriegsmeute im Tal der Vier Winde, während Ihr Euch in einer Schlachtzugsgruppe mit mindestens 8 Gildenmitgliedern befindet.;15154;
6709;Gilde: Sha des Zorns;Bezwingt das Sha des Zorns am Kun-Lai-Gipfel, während Ihr Euch in einer Schlachtzugsgruppe mit mindestens 8 Gildenmitgliedern befindet.;15154;
6713;Quengelndes Qilen-Quintett;Sammelt alle Jadeqilen im Mogu'shanpalast auf dem Schwierigkeitsgrad 'Heroisch'.;15106;
6715;Bei Risiken und Nebenwirkungen...;Bezwingt Bosse in Pandaria auf dem Schwierigkeitsgrad 'Heroisch', während Ihr unter dem Einfluss von Polyformsäure steht.;15106;
6716;Der Biss in den Saurokapfel;Entdeckt jedes der Saurokgeschichtsobjekte in Pandaria.;15113;
6717;Die Macht ist überwältigend;Bezwingt die Beschützer des Endlosen auf der Terrasse des Endlosen Frühlings auf dem Schwierigkeitsgrad 'Heroisch', sodass jeder der Beschützer einmal der letzte Gegner ist.;15107;
6718;Der Schreckensvorstoß;Bezwingt die ersten drei Bosse im Herzen der Angst.;15107;
6719;Heroisch: Die Steinwache;Bezwingt die Steinwache im Mogu'shangewölbe auf dem Schwierigkeitsgrad 'Heroisch'.;15107;
6720;Heroisch: Feng der Verfluchte;Bezwingt Feng den Verfluchten im Mogu'shangewölbe auf dem Schwierigkeitsgrad 'Heroisch'.;15107;
6721;Heroisch: Gara'jal der Geisterbinder;Bezwingt Gara'jal den Geisterbinder im Mogu'shangewölbe auf dem Schwierigkeitsgrad 'Heroisch'.;15107;
6722;Heroisch: Vier Könige;Bezwingt die Vier Könige im Mogu'shangewölbe auf dem Schwierigkeitsgrad 'Heroisch'.;15107;
6723;Heroisch: Elegon;Bezwingt Elegon im Mogu'shangewölbe auf dem Schwierigkeitsgrad 'Heroisch'.;15107;
6724;Heroisch: Der Wille des Kaisers;Bezwingt den Willen des Kaisers im Mogu'shangewölbe auf dem Schwierigkeitsgrad 'Heroisch'.;15107;
6725;Heroisch: Kaiserlicher Wesir Zor'lok;Besiegt den kaiserlichen Wesir Zor'lok im Herzen der Angst auf dem Schwierigkeitsgrad 'Heroisch'.;15107;
6726;Heroisch: Klingenfürst Ta'yak;Bezwingt Klingenfürst Ta'yak im Herzen der Angst auf dem Schwierigkeitsgrad 'Heroisch'.;15107;
6727;Heroisch: Garalon;Bezwingt Garalon im Herzen der Angst auf dem Schwierigkeitsgrad 'Heroisch'.;15107;
6728;Heroisch: Windfürst Mel'jarak;Bezwingt Windfürst Mel'jarak im Herzen der Angst auf dem Schwierigkeitsgrad 'Heroisch'.;15107;
6729;Heroisch: Bernformer Un'sok;Bezwingt den Bernformer Un'sok im Herzen der Angst auf dem Schwierigkeitsgrad 'Heroisch'.;15107;
6730;Heroisch: Großkaiserin Shek'zeer;Bezwingt Großkaiserin Shek'zeer im Herzen der Angst auf dem Schwierigkeitsgrad 'Heroisch'.;15107;
6731;Heroisch: Beschützer des Endlosen;Bezwingt die Beschützer des Endlosen auf der Terrasse des Endlosen Frühlings auf dem Schwierigkeitsgrad 'Heroisch'.;15107;
6732;Heroisch: Tsulong;Bezwingt Tsulong auf der Terrasse des Endlosen Frühlings auf dem Schwierigkeitsgrad 'Heroisch'.;15107;
6733;Heroisch: Lei Shi;Bezwingt Lei Shi auf der Terrasse des Endlosen Frühlings auf dem Schwierigkeitsgrad 'Heroisch'.;15107;
6734;Heroisch: Sha der Angst;Bezwingt das Sha der Angst auf der Terrasse des Endlosen Frühlings auf dem Schwierigkeitsgrad 'Heroisch'.;15107;
6736;Wofür dieser Schalter wohl gut ist?;Setzt im Mogu'shanpalast auf dem Schwierigkeitsgrad 'Heroisch' den geheimen Verteidigungsmechanismus von Xin dem Waffenmeister gegen ihn ein.;15106;
6737;Ehrenhafte Siege in der Silberbruchmine;Ehrenhafte Siege in der Silberbruchmine;136;
6738;Ehrenhafte Siege im Tempel von Katmogu;Ehrenhafte Siege im Tempel von Katmogu;136;
6739;Sieg in der Schlacht um die Silberbruchmine;Gewinnt die Schlacht um die Silberbruchmine.;15162;
6740;Sieg in der Schlacht um den Tempel von Katmogu;Gewinnt die Schlacht um den Tempel von Katmogu.;15163;
6741;Zwielichtdrache des kataklysmischen Gladiators;Erhaltet den Zwielichtdrachen des kataklysmischen Gladiators aus der 11. Arenasaison von Cataclysm.;81;
6742;60 ehrfürchtige Fraktionen;Erreicht bei 60 Fraktionen einen ehrfürchtigen Ruf.;201;
6743;Erster Stufe-90-Druide des Realms!;Erster Druide des Realms, der Stufe 90 erreicht hat.;81;
6744;Erster Stufe-90-Paladin des Realms!;Erster Paladin des Realms, der Stufe 90 erreicht hat.;81;
6745;Erster Stufe-90-Priester des Realms!;Erster Priester des Realms, der Stufe 90 erreicht hat.;81;
6746;Erster Stufe-90-Hexenmeister des Realms!;Erster Hexenmeister des Realms, der Stufe 90 erreicht hat.;81;
6747;Erster Stufe-90-Jäger des Realms!;Erster Jäger des Realms, der Stufe 90 erreicht hat.;81;
6748;Erster Stufe-90-Todesritter des Realms!;Erster Todesritter des Realms, der Stufe 90 erreicht hat.;81;
6749;Erster Stufe-90-Magier des Realms!;Erster Magier des Realms, der Stufe 90 erreicht hat.;81;
6750;Erster Stufe-90-Krieger des Realms!;Erster Krieger des Realms, der Stufe 90 erreicht hat.;81;
6751;Erster Stufe-90-Schurke des Realms!;Erster Schurke des Realms, der Stufe 90 erreicht hat.;81;
6752;Erster Stufe-90-Mönch des Realms!;Erster Mönch des Realms, der Stufe 90 erreicht hat.;81;
6753;Ich wär' so gerne Millionär;Plündert 200.000 Gold.;92;
6754;Das Finstere Herz der Mogu;Entdeckt jedes der Mogugeschichtsobjekte in Pandaria.;15113;
6755;Mogu'shanpalast;Bezwingt Xin den Waffenmeister im Mogu'shanpalast.;15106;
6756;Heroisch: Mogu'shanpalast;Bezwingt Xin den Waffenmeister im Mogu'shanpalast auf dem Schwierigkeitsgrad 'Heroisch'.;15106;
6757;Der Tempel der Jadeschlange;Bezwingt das Sha des Zweifels im Tempel der Jadeschlange.;15106;
6758;Heroisch: Tempel der Jadeschlange;Bezwingt das Sha des Zweifels im Tempel der Jadeschlange auf dem Schwierigkeitsgrad 'Heroisch'.;15106;
6759;Heroisch: Das Tor der Untergehenden Sonne;Bezwingt Raigonn am Tor der Untergehenden Sonne auf dem Schwierigkeitsgrad 'Heroisch'.;15106;
6760;Heroisch: Die Scharlachroten Hallen;Bezwingt Flammenwirker Koegler in den Scharlachroten Hallen auf dem Schwierigkeitsgrad 'Heroisch'.;15106;
6761;Heroisch: Das Scharlachrote Kloster;Bezwingt Hochinquisitorin Weißsträhne im Scharlachroten Kloster auf dem Schwierigkeitsgrad 'Heroisch'.;15106;
6762;Heroisch: Scholomance;Bezwingt Dunkelmeister Gandling in Scholomance auf dem Schwierigkeitsgrad 'Heroisch'.;15106;
6763;Heroisch: Die Belagerung des Niuzaotempels;Bezwingt Schwadronsführer Ner'onok in der Belagerung des Niuzaotempels auf dem Schwierigkeitsgrad 'Heroisch'.;15106;
6764;Gilde - Heroisch: Tempel der Jadeschlange;Bezwingt das Sha des Zweifels im Tempel der Jadeschlange auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15153;
6766;Gilde - Heroisch: Mogu'shanpalast;Bezwingt Xin den Waffenmeister im Mogu'shanpalast auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15153;
6767;Gilde - Heroisch: Shado-Pan-Kloster;Bezwingt Taran Zhu im Shado-Pan-Kloster auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15153;
6768;Gilde - Heroisch: Das Tor der Untergehenden Sonne;Bezwingt Raigonn am Tor der Untergehenden Sonne auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15153;
6769;Gilde - Heroisch: Scharlachrote Hallen;Bezwingt Flammenwirker Koegler in den Scharlachroten Hallen auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15153;
6770;Gilde - Heroisch: Das Scharlachrote Kloster;Bezwingt Hochinquisitorin Weißsträhne auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15153;
6771;Gilde - Heroisch: Scholomance;Bezwingt Dunkelmeister Gandling in Scholomance auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15153;
6772;Gilde - Heroisch: Die Belagerung des Niuzaotempels;Bezwingt Schwadronsführer Ner'onok in der Belagerung des Niuzaotempels auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15153;
6775;Siege über das Sha des Zweifels (Tempel der Jadeschlange);;15164;
6776;Siege über das Sha des Zweifels (Tempel der Jadeschlange, Heroisch);;15164;
6777;Siege über Yan-Zhu den Dekantierten (Brauerei Sturmbräu);;15164;
6778;Siege über Xin den Waffenmeister (Mogu'shanpalast);;15164;
6779;Siege über Yan-Zhu den Dekantierten (Brauerei Sturmbräu, Heroisch);;15164;
6780;Siege über Xin den Waffenmeister (Mogu'shanpalast, Heroisch);;15164;
6781;Siege über Taran Zhu (Shado-Pan-Kloster);;15164;
6782;Siege über Taran Zhu (Shado-Pan-Kloster, Heroisch);;15164;
6783;Siege über Raigonn (Das Tor der Untergehenden Sonne, Heroisch);;15164;
6784;Siege über Flammenwirker Koegler (Scharlachrote Hallen, Heroisch);;15164;
6785;Siege über Hochinquisitorin Weißsträhne (Das Scharlachrote Kloster, Heroisch);;15164;
6786;Siege über Flammenwirker Koegler (Scharlachrote Hallen);;14821;
6787;Siege über Dunkelmeister Gandling (Scholomance, Heroisch);;15164;
6788;Siege über Schwadronsführer Ner'onok (Die Belagerung des Niuzaotempels, Heroisch);;15164;
6789;Siege über die Steinwache (Mogu'shangewölbe, 10 Spieler, Normal);;15164;
6790;Siege über die Steinwache (Mogu'shangewölbe, 10 Spieler, Heroisch);;15164;
6791;Siege über Feng den Verfluchten (Mogu'shangewölbe, 10 Spieler, Normal);;15164;
6792;Siege über Feng den Verfluchten (Mogu'shangewölbe, 10 Spieler, Heroisch);;15164;
6793;Siege über Gara'jal den Geisterbinder (Mogu'shangewölbe, 10 Spieler, Normal);;15164;
6794;Siege über Gara'jal den Geisterbinder (Mogu'shangewölbe, 10 Spieler, Heroisch);;15164;
6795;Siege über die vier Könige (Mogu'shangewölbe, 10 Spieler, Normal);;15164;
6796;Siege über die vier Könige (Mogu'shangewölbe, 10 Spieler, Heroisch);;15164;
6797;Siege über Elegon (Mogu'shangewölbe, 10 Spieler, Normal);;15164;
6798;Siege über Elegon (Mogu'shangewölbe, 10 Spieler, Heroisch);;15164;
6799;Siege über den Willen des Kaisers (Mogu'shangewölbe, 10 Spieler, Normal);;15164;
6800;Siege über den Willen des Kaisers (Mogu'shangewölbe, 10 Spieler, Heroisch);;15164;
6801;Siege über den kaiserlichen Wesir Zor'lok (Das Herz der Angst, 10 Spieler, Normal);;15164;
6802;Siege über den kaiserlichen Wesir Zor'lok (Das Herz der Angst, 10 Spieler, Heroisch);;15164;
6803;Siege über Klingenfürst Ta'yak (Das Herz der Angst, 10 Spieler, Normal);;15164;
6804;Siege über Klingenfürst Ta'yak (Das Herz der Angst, 10 Spieler, Heroisch);;15164;
6805;Siege über Garalon (Das Herz der Angst, 10 Spieler, Normal);;15164;
6806;Siege über Garalon (Das Herz der Angst, 10 Spieler, Heroisch);;15164;
6807;Siege über Windfürst Mel'jarak (Das Herz der Angst, 10 Spieler, Normal);;15164;
6808;Siege über Windfürst Mel'jarak (Das Herz der Angst, 10 Spieler, Heroisch);;15164;
6809;Siege über Bernformer Un'sok (Das Herz der Angst, 10 Spieler, Normal);;15164;
6810;Siege über Bernformer Un'sok (Das Herz der Angst, 10 Spieler, Heroisch);;15164;
6811;Siege über Großkaiserin Shek'zeer (Das Herz der Angst, 10 Spieler, Normal);;15164;
6812;Siege über Großkaiserin Shek'zeer (Das Herz der Angst, 10 Spieler, Heroisch);;15164;
6813;Siege über die Beschützer des Endlosen (Terrasse des Endlosen Frühlings, 10 Spieler, Normal);;15164;
6814;Siege über die Beschützer des Endlosen (Terrasse des Endlosen Frühlings, 10 Spieler, Heroisch);;15164;
6815;Erlösungen von Tsulong (Terrasse des Endlosen Frühlings, 10 Spieler, Normal);;15164;
6816;Erlösungen von Tsulong (Terrasse des Endlosen Frühlings, 10 Spieler, Heroisch);;15164;
6817;Erlösungen von Lei Shi (Terrasse des Endlosen Frühlings, 10 Spieler, Normal);;15164;
6818;Erlösungen von Lei Shi (Terrasse des Endlosen Frühlings, 10 Spieler, Heroisch);;15164;
6819;Siege über das Sha der Angst (Terrasse des Endlosen Frühlings, 10 Spieler, Normal);;15164;
6820;Siege über das Sha der Angst (Terrasse des Endlosen Frühlings, 10 Spieler, Heroisch);;15164;
6821;Hurra, hurra, die Schule brennt!;Bezwingt innerhalb von 20 Sekunden 50 aussortierte Testobjekte in Scholomance auf dem Schwierigkeitsgrad 'Heroisch'.;15106;
6822;Vom Winde verweht;Bezwingt Schwadronsführer Ner'onok im Niuzaotempel auf dem Schwierigkeitsgrad 'Heroisch', während Ihr unter dem Effekt von 'Tenwus Entschlossenheit' steht.;15106;
6823;Auf den Hund gekommen;Bezwingt die Steinwache im Mogu'shangewölbe auf dem Schwierigkeitsgrad 'Normal' oder 'Heroisch', während jedes Mitglied des Schlachtzuges vom gleichen Hundehaustier begleitet wird.;15107;
6824;Ich kann nichts sehen!;Bezwingt Lei Shi auf der Terrasse des Endlosen Frühlings auf dem Schwierigkeisgrad 'Heroisch' oder 'Normal', während alle Mitglieder des Schlachtzugs von 'Parasitäres Festhalten' betroffen sind.;15107;
6825;Die Angst tötet den Verstand;Bezwingt das Sha der Angst auf der Terrasse des Endlosen Frühlings auf dem Schwierigkeitsgrad 'Normal' oder 'Heroisch', ohne dass Schlachtzugsmitglieder von 'Schreckenssalve' oder 'Atem der Furcht' getroffen werden.;15107;
6826;55 ehrfürchtige Fraktionen;Erreicht bei 55 Fraktionen einen ehrfürchtigen Ruf.;201;
6827;Pandarischer Botschafter;Erreicht bei allen unten aufgeführten Pandaren den Status ehrfürchtig.;15114;
6828;Pandarischer Botschafter;Erreicht bei allen unten aufgeführten Pandaren den Status ehrfürchtig.;15114;
6829;Erster pandarischer Botschafter des Realms!;"Erster Spieler des Realms, der bei allen Pandarenfraktionen den Ruf Ehrfürchtig"" erreicht hat.""";81;
6830;Handwerkszenmeister;Erlangt 600 Fertigkeitspunkte in einem Beruf.;169;
6835;Schaffe, schaffe, Häusle baue;Erlangt 600 Fertigkeitspunkte in zwei Hauptberufen.;169;
6836;Die Brötchen verdienen;Erlangt 600 Fertigkeitspunkte im Angeln, im Kochen, in Erster Hilfe und in der Archäologie.;169;
6837;Zenmeister der Archäologie;Erlangt 600 Fertigkeitspunkte in Archäologie.;15071;
6838;Zenmeister der Ersten Hilfe;Erlangt 600 Fertigkeitspunkte in Erster Hilfe.;172;
6839;Zenmeister des Angelns;Erlangt 600 Fertigkeitspunkte im Angeln.;171;
6844;Das Gewölbe der Mysterien;Bezwingt die letzten drei Bosse im Mogu'shangewölbe.;15107;
6845;Der Alptraum von Shek'zeer;Bezwingt die letzten drei Bosse im Herzen der Angst.;15107;
6846;Fischschwänke;Entdeckt jedes der Jinyugeschichtsobjekte in Pandaria.;15113;
6847;Das Lied der Yaungol;Entdeckt jedes der Yaungol-Geschichtsobjekte in Pandaria.;15113;
6848;Collector's Edition: Glückbringendes Qilenchen;Besitzer des Haustiers 'Glückbringendes Qilenchen' aus der Mists of Pandaria Collector's Edition.;81;
6849;Collector's Edition: Kaiserqilen;Besitzer des Reittiers 'Kaiserqilen' aus der Mists of Pandaria Collector's Edition.;81;
6850;Ho-zen im Nebel;Entdeckt jedes der Ho-zen-Geschichtsobjekte in Pandaria.;15113;
6851;Besiegt sie alle!;Gewinnt mit einem Kampfhaustier Haustierkämpfe gegen ein Tier jeder Familie.;15119;
6855;Die sieben Bürden von Shaohao;Entdeckt jedes der Geschichtsobjekte in Pandaria, die die Geschichte von Shaohao, dem Letzten Kaiser Pandarias erzählen.;15113;
6856;Die Ballade von Liu Lang;Entdeckt jedes der Geschichtsobjekte in Pandaria, die die Geschichte von Liu Lang erzählen.;15113;
6857;Das Herz des Mantisschwarms;Entdeckt jedes der Mantis-Geschichtsobjekte in Pandaria.;15113;
6858;Wofür es sich zu kämpfen lohnt;Entdeckt jedes der Mönchsgeschichtsobjekte in Pandaria.;15113;
6859;Erster Zenmeister der Alchemie des Realms!;Erste Person des Realms, die eine Fertigkeit von 600 in der Alchemie erreicht hat.;81;
6860;Erster Zenmeister der Schmiedekunst des Realms!;Erste Person des Realms, die eine Fertigkeit von 600 in der Schmiedekunst erreicht hat.;81;
6861;Erster Zenmeister der Kochkunst des Realms!;Erste Person des Realms, die eine Fertigkeit von 600 in der Kochkunst erreicht hat.;81;
6862;Erster Zenmeister der Verzauberkunst des Realms!;Erste Person des Realms, die eine Fertigkeit von 600 in der Verzauberkunst erreicht hat.;81;
6863;Erster Zenmeister der Ingenieurskunst des Realms!;Erste Person des Realms, die eine Fertigkeit von 600 in der Ingenieurskunst erreicht hat.;81;
6864;Erster Zenmeister der Ersten Hilfe des Realms!;Erste Person des Realms, die eine Fertigkeit von 600 in Erster Hilfe erreicht hat.;81;
6865;Erster Zenmeister des Angelns des Realms!;Erste Person des Realms, die eine Fertigkeit von 600 im Angeln erreicht hat.;81;
6866;Erster Zenmeister der Kräuterkunde des Realms!;Erste Person des Realms, die eine Fertigkeit von 600 in der Kräuterkunde erreicht hat.;81;
6867;Erster Zenmeister der Inschriftenkunde des Realms!;Erste Person des Realms, die eine Fertigkeit von 600 in der Inschriftenkunde erreicht hat.;81;
6868;Erster Zenmeister der Juwelierskunst des Realms!;Erste Person des Realms, die eine Fertigkeit von 600 in Juwelierskunst erreicht hat.;81;
